"ID","Name","Form","Type1","Type2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation"
698,"Amaura"," ","Rock","Ice",362,77,59,50,67,63,46,6
699,"Aurorus"," ","Rock","Ice",521,123,77,72,99,92,58,6
700,"Sylveon"," ","Fairy"," ",525,95,65,65,110,130,60,6
701,"Hawlucha"," ","Fighting","Flying",500,78,92,75,74,63,118,6
702,"Dedenne"," ","Electric","Fairy",431,67,58,57,81,67,101,6
703,"Carbink"," ","Rock","Fairy",500,50,50,150,50,150,50,6
704,"Goomy"," ","Dragon"," ",300,45,50,35,55,75,40,6
705,"Sliggoo"," ","Dragon"," ",452,68,75,53,83,113,60,6
706,"Goodra"," ","Dragon"," ",600,90,100,70,110,150,80,6
707,"Klefki"," ","Steel","Fairy",470,57,80,91,80,87,75,6
708,"Phantump"," ","Ghost","Grass",309,43,70,48,50,60,38,6
709,"Trevenant"," ","Ghost","Grass",474,85,110,76,65,82,56,6
710,"Pumpkaboo","Average Size","Ghost","Grass",335,49,66,70,44,55,51,6
710,"Pumpkaboo","Small Size","Ghost","Grass",335,44,66,70,44,55,56,6
710,"Pumpkaboo","Large Size","Ghost","Grass",335,54,66,70,44,55,46,6
710,"Pumpkaboo","Super Size","Ghost","Grass",335,59,66,70,44,55,41,6
711,"Gourgeist","Average Size","Ghost","Grass",494,65,90,122,58,75,84,6
711,"Gourgeist","Small Size","Ghost","Grass",494,55,85,122,58,75,99,6
711,"Gourgeist","Large Size","Ghost","Grass",494,75,95,122,58,75,69,6
711,"Gourgeist","Super Size","Ghost","Grass",494,85,100,122,58,75,54,6
712,"Bergmite"," ","Ice"," ",304,55,69,85,32,35,28,6
713,"Avalugg"," ","Ice"," ",514,95,117,184,44,46,28,6
714,"Noibat"," ","Flying","Dragon",245,40,30,35,45,40,55,6
715,"Noivern"," ","Flying","Dragon",535,85,70,80,97,80,123,6
716,"Xerneas"," ","Fairy"," ",680,126,131,95,131,98,99,6
717,"Yveltal"," ","Dark","Flying",680,126,131,95,131,98,99,6
718,"Zygarde50% Forme"," ","Dragon","Ground",600,108,100,121,81,95,95,6
719,"Diancie"," ","Rock","Fairy",600,50,100,150,100,150,50,6
719,"Diancie","Mega Diancie","Rock","Fairy",700,50,160,110,160,110,110,6
720,"Hoopa","Hoopa Confined","Psychic","Ghost",600,80,110,60,150,130,70,6
720,"Hoopa","Hoopa Unbound","Psychic","Dark",680,80,160,60,170,130,80,6
721,"Volcanion"," ","Fire","Water",600,80,110,120,130,90,70,6
19,"Rattata","Alolan Rattata","Dark","Normal",253,30,56,35,25,35,72,7
20,"Raticate","Alolan Raticate","Dark","Normal",413,75,71,70,40,80,77,7
25,"Pikachu","Partner Pikachu","Electric"," ",430,45,80,50,75,60,120,7
26,"Raichu","Alolan Raichu","Electric","Psychic",485,60,85,50,95,85,110,7
27,"Sandshrew","Alolan Sandshrew","Ice","Steel",300,50,75,90,10,35,40,7
28,"Sandslash","Alolan Sandslash","Ice","Steel",450,75,100,120,25,65,65,7
37,"Vulpix","Alolan Vulpix","Ice"," ",299,38,41,40,50,65,65,7
38,"Ninetales","Alolan Ninetales","Ice","Fairy",505,73,67,75,81,100,109,7
50,"Diglett","Alolan Diglett","Ground","Steel",265,10,55,30,35,45,90,7
51,"Dugtrio","Alolan Dugtrio","Ground","Steel",425,35,100,60,50,70,110,7
52,"Meowth","Alolan Meowth","Dark"," ",290,40,35,35,50,40,90,7
53,"Persian","Alolan Persian","Dark"," ",440,65,60,60,75,65,115,7
74,"Geodude","Alolan Geodude","Rock","Electric",300,40,80,100,30,30,20,7
75,"Graveler","Alolan Graveler","Rock","Electric",390,55,95,115,45,45,35,7
76,"Golem","Alolan Golem","Rock","Electric",495,80,120,130,55,65,45,7
88,"Grimer","Alolan Grimer","Poison","Dark",325,80,80,50,40,50,25,7
89,"Muk","Alolan Muk","Poison","Dark",500,105,105,75,65,100,50,7
103,"Exeggutor","Alolan Exeggutor","Grass","Dragon",530,95,105,85,125,75,45,7
105,"Marowak","Alolan Marowak","Fire","Ghost",425,60,80,110,50,80,45,7
133,"Eevee","Partner Eevee","Normal"," ",435,65,75,70,65,85,75,7
658,"Greninja","Ash-Greninja","Water","Dark",640,72,145,67,153,71,132,7
718,"Zygarde10% Forme"," ","Dragon","Ground",486,54,100,71,61,85,115,7
718,"Zygarde","Complete Forme","Dragon","Ground",708,216,100,121,91,95,85,7
722,"Rowlet"," ","Grass","Flying",320,68,55,55,50,50,42,7
723,"Dartrix"," ","Grass","Flying",420,78,75,75,70,70,52,7
724,"Decidueye"," ","Grass","Ghost",530,78,107,75,100,100,70,7
725,"Litten"," ","Fire"," ",320,45,65,40,60,40,70,7
726,"Torracat"," ","Fire"," ",420,65,85,50,80,50,90,7
727,"Incineroar"," ","Fire","Dark",530,95,115,90,80,90,60,7
728,"Popplio"," ","Water"," ",320,50,54,54,66,56,40,7
729,"Brionne"," ","Water"," ",420,60,69,69,91,81,50,7
730,"Primarina"," ","Water","Fairy",530,80,74,74,126,116,60,7
731,"Pikipek"," ","Normal","Flying",265,35,75,30,30,30,65,7
732,"Trumbeak"," ","Normal","Flying",355,55,85,50,40,50,75,7
733,"Toucannon"," ","Normal","Flying",485,80,120,75,75,75,60,7
734,"Yungoos"," ","Normal"," ",253,48,70,30,30,30,45,7
735,"Gumshoos"," ","Normal"," ",418,88,110,60,55,60,45,7
736,"Grubbin"," ","Bug"," ",300,47,62,45,55,45,46,7
737,"Charjabug"," ","Bug","Electric",400,57,82,95,55,75,36,7
738,"Vikavolt"," ","Bug","Electric",500,77,70,90,145,75,43,7
739,"Crabrawler"," ","Fighting"," ",338,47,82,57,42,47,63,7
740,"Crabominable"," ","Fighting","Ice",478,97,132,77,62,67,43,7
741,"Oricorio","Baile Style","Fire","Flying",476,75,70,70,98,70,93,7
741,"Oricorio","Pom-Pom Style","Electric","Flying",476,75,70,70,98,70,93,7
741,"Oricorio","Pa'u Style","Psychic","Flying",476,75,70,70,98,70,93,7
741,"Oricorio","Sensu Style","Ghost","Flying",476,75,70,70,98,70,93,7
742,"Cutiefly"," ","Bug","Fairy",304,40,45,40,55,40,84,7
743,"Ribombee"," ","Bug","Fairy",464,60,55,60,95,70,124,7
744,"Rockruff"," ","Rock"," ",280,45,65,40,30,40,60,7
744,"Rockruff","Own Tempo Rockruff","Rock"," ",280,45,65,40,30,40,60,7
745,"Lycanroc","Midday Form","Rock"," ",487,75,115,65,55,65,112,7
745,"Lycanroc","Midnight Form","Rock"," ",487,85,115,75,55,75,82,7
745,"Lycanroc","Dusk Form","Rock"," ",487,75,117,65,55,65,110,7
746,"Wishiwashi","Solo Form","Water"," ",175,45,20,20,25,25,40,7
746,"Wishiwashi","School Form","Water"," ",620,45,140,130,140,135,30,7
747,"Mareanie"," ","Poison","Water",305,50,53,62,43,52,45,7
748,"Toxapex"," ","Poison","Water",495,50,63,152,53,142,35,7
749,"Mudbray"," ","Ground"," ",385,70,100,70,45,55,45,7
750,"Mudsdale"," ","Ground"," ",500,100,125,100,55,85,35,7
751,"Dewpider"," ","Water","Bug",269,38,40,52,40,72,27,7
752,"Araquanid"," ","Water","Bug",454,68,70,92,50,132,42,7
753,"Fomantis"," ","Grass"," ",250,40,55,35,50,35,35,7
754,"Lurantis"," ","Grass"," ",480,70,105,90,80,90,45,7
755,"Morelull"," ","Grass","Fairy",285,40,35,55,65,75,15,7
756,"Shiinotic"," ","Grass","Fairy",405,60,45,80,90,100,30,7
757,"Salandit"," ","Poison","Fire",320,48,44,40,71,40,77,7
758,"Salazzle"," ","Poison","Fire",480,68,64,60,111,60,117,7
759,"Stufful"," ","Normal","Fighting",340,70,75,50,45,50,50,7
760,"Bewear"," ","Normal","Fighting",500,120,125,80,55,60,60,7
761,"Bounsweet"," ","Grass"," ",210,42,30,38,30,38,32,7
762,"Steenee"," ","Grass"," ",290,52,40,48,40,48,62,7
763,"Tsareena"," ","Grass"," ",510,72,120,98,50,98,72,7
764,"Comfey"," ","Fairy"," ",485,51,52,90,82,110,100,7
765,"Oranguru"," ","Normal","Psychic",490,90,60,80,90,110,60,7
766,"Passimian"," ","Fighting"," ",490,100,120,90,40,60,80,7
767,"Wimpod"," ","Bug","Water",230,25,35,40,20,30,80,7
768,"Golisopod"," ","Bug","Water",530,75,125,140,60,90,40,7
769,"Sandygast"," ","Ghost","Ground",320,55,55,80,70,45,15,7
770,"Palossand"," ","Ghost","Ground",480,85,75,110,100,75,35,7
771,"Pyukumuku"," ","Water"," ",410,55,60,130,30,130,5,7
772,"Type: Null"," ","Normal"," ",534,95,95,95,95,95,59,7
773,"Silvally"," ","Normal"," ",570,95,95,95,95,95,95,7
774,"Minior","Meteor Form","Rock","Flying",440,60,60,100,60,100,60,7
774,"Minior","Core Form","Rock","Flying",500,60,100,60,100,60,120,7
775,"Komala"," ","Normal"," ",480,65,115,65,75,95,65,7
776,"Turtonator"," ","Fire","Dragon",485,60,78,135,91,85,36,7
777,"Togedemaru"," ","Electric","Steel",435,65,98,63,40,73,96,7
778,"Mimikyu"," ","Ghost","Fairy",476,55,90,80,50,105,96,7
779,"Bruxish"," ","Water","Psychic",475,68,105,70,70,70,92,7
780,"Drampa"," ","Normal","Dragon",485,78,60,85,135,91,36,7
781,"Dhelmise"," ","Ghost","Grass",517,70,131,100,86,90,40,7
782,"Jangmo-o"," ","Dragon"," ",300,45,55,65,45,45,45,7
783,"Hakamo-o"," ","Dragon","Fighting",420,55,75,90,65,70,65,7
784,"Kommo-o"," ","Dragon","Fighting",600,75,110,125,100,105,85,7
785,"Tapu Koko"," ","Electric","Fairy",570,70,115,85,95,75,130,7
786,"Tapu Lele"," ","Psychic","Fairy",570,70,85,75,130,115,95,7
787,"Tapu Bulu"," ","Grass","Fairy",570,70,130,115,85,95,75,7
788,"Tapu Fini"," ","Water","Fairy",570,70,75,115,95,130,85,7
789,"Cosmog"," ","Psychic"," ",200,43,29,31,29,31,37,7
790,"Cosmoem"," ","Psychic"," ",400,43,29,131,29,131,37,7
791,"Solgaleo"," ","Psychic","Steel",680,137,137,107,113,89,97,7
792,"Lunala"," ","Psychic","Ghost",680,137,113,89,137,107,97,7
793,"Nihilego"," ","Rock","Poison",570,109,53,47,127,131,103,7
794,"Buzzwole"," ","Bug","Fighting",570,107,139,139,53,53,79,7
795,"Pheromosa"," ","Bug","Fighting",570,71,137,37,137,37,151,7
796,"Xurkitree"," ","Electric"," ",570,83,89,71,173,71,83,7
797,"Celesteela"," ","Steel","Flying",570,97,101,103,107,101,61,7
798,"Kartana"," ","Grass","Steel",570,59,181,131,59,31,109,7
799,"Guzzlord"," ","Dark","Dragon",570,223,101,53,97,53,43,7
800,"Necrozma"," ","Psychic"," ",600,97,107,101,127,89,79,7
800,"Necrozma","Dusk Mane Necrozma","Psychic","Steel",680,97,157,127,113,109,77,7
800,"Necrozma","Dawn Wings Necrozma","Psychic","Ghost",680,97,113,109,157,127,77,7
800,"Necrozma","Ultra Necrozma","Psychic","Dragon",754,97,167,97,167,97,129,7
801,"Magearna"," ","Steel","Fairy",600,80,95,115,130,115,65,7
802,"Marshadow"," ","Fighting","Ghost",600,90,125,80,90,90,125,7
803,"Poipole"," ","Poison"," ",420,67,73,67,73,67,73,7
804,"Naganadel"," ","Poison","Dragon",540,73,73,73,127,73,121,7
805,"Stakataka"," ","Rock","Steel",570,61,131,211,53,101,13,7
806,"Blacephalon"," ","Fire","Ghost",570,53,127,53,151,79,107,7
807,"Zeraora"," ","Electric"," ",600,88,112,75,102,80,143,7
808,"Meltan"," ","Steel"," ",300,46,65,65,55,35,34,7
809,"Melmetal"," ","Steel"," ",600,135,143,143,80,65,34,7
52,"Meowth","Galarian Meowth","Steel"," ",290,50,65,55,40,40,40,8
58,"Growlithe","Hisuian Growlithe","Fire","Rock",350,60,75,45,65,50,55,8
59,"Arcanine","Hisuian Arcanine","Fire","Rock",555,95,115,80,95,80,90,8
77,"Ponyta","Galarian Ponyta","Psychic"," ",410,50,85,55,65,65,90,8
78,"Rapidash","Galarian Rapidash","Psychic","Fairy",500,65,100,70,80,80,105,8
79,"Slowpoke","Galarian Slowpoke","Psychic"," ",315,90,65,65,40,40,15,8
80,"Slowbro","Galarian Slowbro","Poison","Psychic",490,95,100,95,100,70,30,8
83,"Farfetch'd","Galarian Farfetch'd","Fighting"," ",377,52,95,55,58,62,55,8
100,"Voltorb","Hisuian Voltorb","Electric","Grass",330,40,30,50,55,55,100,8
101,"Electrode","Hisuian Electrode","Electric","Grass",490,60,50,70,80,80,150,8
110,"Weezing","Galarian Weezing","Poison","Fairy",490,65,90,120,85,70,60,8
122,"Mr. Mime","Galarian Mr. Mime","Ice","Psychic",460,50,65,65,90,90,100,8
144,"Articuno","Galarian Articuno","Psychic","Flying",580,90,85,85,125,100,95,8
145,"Zapdos","Galarian Zapdos","Fighting","Flying",580,90,125,90,85,90,100,8
146,"Moltres","Galarian Moltres","Dark","Flying",580,90,85,90,100,125,90,8
157,"Typhlosion","Hisuian Typhlosion","Fire","Ghost",534,73,84,78,119,85,95,8
199,"Slowking","Galarian Slowking","Poison","Psychic",490,95,65,80,110,110,30,8
211,"Qwilfish","Hisuian Qwilfish","Dark","Poison",440,65,95,85,55,55,85,8
215,"Sneasel","Hisuian Sneasel","Fighting","Poison",430,55,95,55,35,75,115,8
222,"Corsola","Galarian Corsola","Ghost"," ",410,60,55,100,65,100,30,8
263,"Zigzagoon","Galarian Zigzagoon","Dark","Normal",240,38,30,41,30,41,60,8
264,"Linoone","Galarian Linoone","Dark","Normal",420,78,70,61,50,61,100,8
483,"Dialga","Origin Forme","Steel","Dragon",680,100,100,120,150,120,90,8
484,"Palkia","Origin Forme","Water","Dragon",680,90,100,100,150,120,120,8
503,"Samurott","Hisuian Samurott","Water","Dark",528,90,108,80,100,65,85,8
549,"Lilligant","Hisuian Lilligant","Grass","Fighting",480,70,105,75,50,75,105,8
550,"Basculin","White-Striped Form","Water"," ",460,70,92,65,80,55,98,8
554,"Darumaka","Galarian Darumaka","Ice"," ",315,70,90,45,15,45,50,8
555,"Darmanitan","Galarian Standard Mode","Ice"," ",480,105,140,55,30,55,95,8
555,"Darmanitan","Galarian Zen Mode","Ice","Fire",540,105,160,55,30,55,135,8
562,"Yamask","Galarian Yamask","Ground","Ghost",303,38,55,85,30,65,30,8
570,"Zorua","Hisuian Zorua","Normal","Ghost",330,35,60,40,85,40,70,8
571,"Zoroark","Hisuian Zoroark","Normal","Ghost",510,55,100,60,125,60,110,8
618,"Stunfisk","Galarian Stunfisk","Ground","Steel",471,109,81,99,66,84,32,8
628,"Braviary","Hisuian Braviary","Psychic","Flying",510,110,83,70,112,70,65,8
705,"Sliggoo","Hisuian Sliggoo","Steel","Dragon",452,58,75,83,83,113,40,8
706,"Goodra","Hisuian Goodra","Steel","Dragon",600,80,100,100,110,150,60,8
713,"Avalugg","Hisuian Avalugg","Ice","Rock",514,95,127,184,34,36,38,8
724,"Decidueye","Hisuian Decidueye","Grass","Fighting",530,88,112,80,95,95,60,8
810,"Grookey"," ","Grass"," ",310,50,65,50,40,40,65,8
811,"Thwackey"," ","Grass"," ",420,70,85,70,55,60,80,8
812,"Rillaboom"," ","Grass"," ",530,100,125,90,60,70,85,8
813,"Scorbunny"," ","Fire"," ",310,50,71,40,40,40,69,8
814,"Raboot"," ","Fire"," ",420,65,86,60,55,60,94,8
815,"Cinderace"," ","Fire"," ",530,80,116,75,65,75,119,8
816,"Sobble"," ","Water"," ",310,50,40,40,70,40,70,8
817,"Drizzile"," ","Water"," ",420,65,60,55,95,55,90,8
818,"Inteleon"," ","Water"," ",530,70,85,65,125,65,120,8
819,"Skwovet"," ","Normal"," ",275,70,55,55,35,35,25,8
820,"Greedent"," ","Normal"," ",460,120,95,95,55,75,20,8
821,"Rookidee"," ","Flying"," ",245,38,47,35,33,35,57,8
822,"Corvisquire"," ","Flying"," ",365,68,67,55,43,55,77,8
823,"Corviknight"," ","Flying","Steel",495,98,87,105,53,85,67,8
824,"Blipbug"," ","Bug"," ",180,25,20,20,25,45,45,8
825,"Dottler"," ","Bug","Psychic",335,50,35,80,50,90,30,8
826,"Orbeetle"," ","Bug","Psychic",505,60,45,110,80,120,90,8
827,"Nickit"," ","Dark"," ",245,40,28,28,47,52,50,8
828,"Thievul"," ","Dark"," ",455,70,58,58,87,92,90,8
829,"Gossifleur"," ","Grass"," ",250,40,40,60,40,60,10,8
830,"Eldegoss"," ","Grass"," ",460,60,50,90,80,120,60,8
831,"Wooloo"," ","Normal"," ",270,42,40,55,40,45,48,8
832,"Dubwool"," ","Normal"," ",490,72,80,100,60,90,88,8
833,"Chewtle"," ","Water"," ",284,50,64,50,38,38,44,8
834,"Drednaw"," ","Water","Rock",485,90,115,90,48,68,74,8
835,"Yamper"," ","Electric"," ",270,59,45,50,40,50,26,8
836,"Boltund"," ","Electric"," ",490,69,90,60,90,60,121,8
837,"Rolycoly"," ","Rock"," ",240,30,40,50,40,50,30,8
838,"Carkol"," ","Rock","Fire",410,80,60,90,60,70,50,8
839,"Coalossal"," ","Rock","Fire",510,110,80,120,80,90,30,8
840,"Applin"," ","Grass","Dragon",260,40,40,80,40,40,20,8
841,"Flapple"," ","Grass","Dragon",485,70,110,80,95,60,70,8
842,"Appletun"," ","Grass","Dragon",485,110,85,80,100,80,30,8
843,"Silicobra"," ","Ground"," ",315,52,57,75,35,50,46,8
844,"Sandaconda"," ","Ground"," ",510,72,107,125,65,70,71,8
845,"Cramorant"," ","Flying","Water",475,70,85,55,85,95,85,8
846,"Arrokuda"," ","Water"," ",280,41,63,40,40,30,66,8
847,"Barraskewda"," ","Water"," ",490,61,123,60,60,50,136,8
848,"Toxel"," ","Electric","Poison",242,40,38,35,54,35,40,8
849,"Toxtricity","Amped Form","Electric","Poison",502,75,98,70,114,70,75,8
849,"Toxtricity","Low Key Form","Electric","Poison",502,75,98,70,114,70,75,8
850,"Sizzlipede"," ","Fire","Bug",305,50,65,45,50,50,45,8
851,"Centiskorch"," ","Fire","Bug",525,100,115,65,90,90,65,8
852,"Clobbopus"," ","Fighting"," ",310,50,68,60,50,50,32,8
853,"Grapploct"," ","Fighting"," ",480,80,118,90,70,80,42,8
854,"Sinistea"," ","Ghost"," ",308,40,45,45,74,54,50,8
855,"Polteageist"," ","Ghost"," ",508,60,65,65,134,114,70,8
856,"Hatenna"," ","Psychic"," ",265,42,30,45,56,53,39,8
857,"Hattrem"," ","Psychic"," ",370,57,40,65,86,73,49,8
858,"Hatterene"," ","Psychic","Fairy",510,57,90,95,136,103,29,8
859,"Impidimp"," ","Dark","Fairy",265,45,45,30,55,40,50,8
860,"Morgrem"," ","Dark","Fairy",370,65,60,45,75,55,70,8
861,"Grimmsnarl"," ","Dark","Fairy",510,95,120,65,95,75,60,8
862,"Obstagoon"," ","Dark","Normal",520,93,90,101,60,81,95,8
863,"Perrserker"," ","Steel"," ",440,70,110,100,50,60,50,8
864,"Cursola"," ","Ghost"," ",510,60,95,50,145,130,30,8
865,"Sirfetch'd"," ","Fighting"," ",507,62,135,95,68,82,65,8
866,"Mr. Rime"," ","Ice","Psychic",520,80,85,75,110,100,70,8
867,"Runerigus"," ","Ground","Ghost",483,58,95,145,50,105,30,8
868,"Milcery"," ","Fairy"," ",270,45,40,40,50,61,34,8
869,"Alcremie"," ","Fairy"," ",495,65,60,75,110,121,64,8
870,"Falinks"," ","Fighting"," ",470,65,100,100,70,60,75,8
871,"Pincurchin"," ","Electric"," ",435,48,101,95,91,85,15,8
872,"Snom"," ","Ice","Bug",185,30,25,35,45,30,20,8
873,"Frosmoth"," ","Ice","Bug",475,70,65,60,125,90,65,8
874,"Stonjourner"," ","Rock"," ",470,100,125,135,20,20,70,8
875,"Eiscue","Ice Face","Ice"," ",470,75,80,110,65,90,50,8
875,"Eiscue","Noice Face","Ice"," ",470,75,80,70,65,50,130,8
876,"Indeedee","Male","Psychic","Normal",475,60,65,55,105,95,95,8
876,"Indeedee","Female","Psychic","Normal",475,70,55,65,95,105,85,8
877,"Morpeko","Full Belly Mode","Electric","Dark",436,58,95,58,70,58,97,8
877,"Morpeko","Hangry Mode","Electric","Dark",436,58,95,58,70,58,97,8
878,"Cufant"," ","Steel"," ",330,72,80,49,40,49,40,8
879,"Copperajah"," ","Steel"," ",500,122,130,69,80,69,30,8
880,"Dracozolt"," ","Electric","Dragon",505,90,100,90,80,70,75,8
881,"Arctozolt"," ","Electric","Ice",505,90,100,90,90,80,55,8
882,"Dracovish"," ","Water","Dragon",505,90,90,100,70,80,75,8
883,"Arctovish"," ","Water","Ice",505,90,90,100,80,90,55,8
884,"Duraludon"," ","Steel","Dragon",535,70,95,115,120,50,85,8
885,"Dreepy"," ","Dragon","Ghost",270,28,60,30,40,30,82,8
886,"Drakloak"," ","Dragon","Ghost",410,68,80,50,60,50,102,8
887,"Dragapult"," ","Dragon","Ghost",600,88,120,75,100,75,142,8
888,"Zacian","Hero of Many Battles","Fairy"," ",660,92,120,115,80,115,138,8
888,"Zacian","Crowned Sword","Fairy","Steel",700,92,150,115,80,115,148,8
889,"Zamazenta","Hero of Many Battles","Fighting"," ",660,92,120,115,80,115,138,8
889,"Zamazenta","Crowned Shield","Fighting","Steel",700,92,120,140,80,140,128,8
890,"Eternatus"," ","Poison","Dragon",690,140,85,95,145,95,130,8
890,"Eternatus","Eternamax","Poison","Dragon",1125,255,115,250,125,250,130,8
891,"Kubfu"," ","Fighting"," ",385,60,90,60,53,50,72,8
892,"Urshifu","Single Strike Style","Fighting","Dark",550,100,130,100,63,60,97,8
892,"Urshifu","Rapid Strike Style","Fighting","Water",550,100,130,100,63,60,97,8
893,"Zarude"," ","Dark","Grass",600,105,120,105,70,95,105,8
894,"Regieleki"," ","Electric"," ",580,80,100,50,100,50,200,8
895,"Regidrago"," ","Dragon"," ",580,200,100,50,100,50,80,8
896,"Glastrier"," ","Ice"," ",580,100,145,130,65,110,30,8
897,"Spectrier"," ","Ghost"," ",580,100,65,60,145,80,130,8
898,"Calyrex"," ","Psychic","Grass",500,100,80,80,80,80,80,8
898,"Calyrex","Ice Rider","Psychic","Ice",680,100,165,150,85,130,50,8
898,"Calyrex","Shadow Rider","Psychic","Ghost",680,100,85,80,165,100,150,8
899,"Wyrdeer"," ","Normal","Psychic",525,103,105,72,105,75,65,8
900,"Kleavor"," ","Bug","Rock",500,70,135,95,45,70,85,8
901,"Ursaluna"," ","Ground","Normal",550,130,140,105,45,80,50,8
902,"Basculegion","Male","Water","Ghost",530,120,112,65,80,75,78,8
902,"Basculegion","Female","Water","Ghost",530,120,92,65,100,75,78,8
903,"Sneasler"," ","Fighting","Poison",510,80,130,60,40,80,120,8
904,"Overqwil"," ","Dark","Poison",510,85,115,95,65,65,85,8
905,"Enamorus","Incarnate Forme","Fairy","Flying",580,74,115,70,135,80,106,8
905,"Enamorus","Therian Forme","Fairy","Flying",580,74,115,110,135,100,46,8
128,"Tauros","Combat Breed","Fighting"," ",490,75,110,105,30,70,100,9
128,"Tauros","Blaze Breed","Fighting","Fire",490,75,110,105,30,70,100,9
128,"Tauros","Aqua Breed","Fighting","Water",490,75,110,105,30,70,100,9
194,"Wooper","Paldean Wooper","Poison","Ground",210,55,45,45,25,25,15,9
901,"Ursaluna","Bloodmoon","Ground","Normal",555,113,70,120,135,65,52,9
906,"Sprigatito"," ","Grass"," ",310,40,61,54,45,45,65,9
907,"Floragato"," ","Grass"," ",410,61,80,63,60,63,83,9
908,"Meowscarada"," ","Grass","Dark",530,76,110,70,81,70,123,9
909,"Fuecoco"," ","Fire"," ",310,67,45,59,63,40,36,9
910,"Crocalor"," ","Fire"," ",411,81,55,78,90,58,49,9
911,"Skeledirge"," ","Fire","Ghost",530,104,75,100,110,75,66,9
912,"Quaxly"," ","Water"," ",310,55,65,45,50,45,50,9
913,"Quaxwell"," ","Water"," ",410,70,85,65,65,60,65,9
914,"Quaquaval"," ","Water","Fighting",530,85,120,80,85,75,85,9
915,"Lechonk"," ","Normal"," ",254,54,45,40,35,45,35,9
916,"Oinkologne","Male","Normal"," ",489,110,100,75,59,80,65,9
916,"Oinkologne","Female","Normal"," ",489,115,90,70,59,90,65,9
917,"Tarountula"," ","Bug"," ",210,35,41,45,29,40,20,9
918,"Spidops"," ","Bug"," ",404,60,79,92,52,86,35,9
919,"Nymble"," ","Bug"," ",210,33,46,40,21,25,45,9
920,"Lokix"," ","Bug","Dark",450,71,102,78,52,55,92,9
921,"Pawmi"," ","Electric"," ",240,45,50,20,40,25,60,9
922,"Pawmo"," ","Electric","Fighting",350,60,75,40,50,40,85,9
923,"Pawmot"," ","Electric","Fighting",490,70,115,70,70,60,105,9
924,"Tandemaus"," ","Normal"," ",305,50,50,45,40,45,75,9
925,"Maushold","Family of Four","Normal"," ",470,74,75,70,65,75,111,9
925,"Maushold","Family of Three","Normal"," ",470,74,75,70,65,75,111,9
926,"Fidough"," ","Fairy"," ",312,37,55,70,30,55,65,9
927,"Dachsbun"," ","Fairy"," ",477,57,80,115,50,80,95,9
928,"Smoliv"," ","Grass","Normal",260,41,35,45,58,51,30,9
929,"Dolliv"," ","Grass","Normal",354,52,53,60,78,78,33,9
930,"Arboliva"," ","Grass","Normal",510,78,69,90,125,109,39,9
931,"Squawkabilly","Green Plumage","Normal","Flying",417,82,96,51,45,51,92,9
931,"Squawkabilly","Blue Plumage","Normal","Flying",417,82,96,51,45,51,92,9
931,"Squawkabilly","Yellow Plumage","Normal","Flying",417,82,96,51,45,51,92,9
931,"Squawkabilly","White Plumage","Normal","Flying",417,82,96,51,45,51,92,9
932,"Nacli"," ","Rock"," ",280,55,55,75,35,35,25,9
933,"Naclstack"," ","Rock"," ",355,60,60,100,35,65,35,9
934,"Garganacl"," ","Rock"," ",500,100,100,130,45,90,35,9
935,"Charcadet"," ","Fire"," ",255,40,50,40,50,40,35,9
936,"Armarouge"," ","Fire","Psychic",525,85,60,100,125,80,75,9
937,"Ceruledge"," ","Fire","Ghost",525,75,125,80,60,100,85,9
938,"Tadbulb"," ","Electric"," ",272,61,31,41,59,35,45,9
939,"Bellibolt"," ","Electric"," ",495,109,64,91,103,83,45,9
940,"Wattrel"," ","Electric","Flying",280,40,40,35,55,40,70,9
941,"Kilowattrel"," ","Electric","Flying",490,70,70,60,105,60,125,9
942,"Maschiff"," ","Dark"," ",340,60,78,60,40,51,51,9
943,"Mabosstiff"," ","Dark"," ",505,80,120,90,60,70,85,9
944,"Shroodle"," ","Poison","Normal",290,40,65,35,40,35,75,9
945,"Grafaiai"," ","Poison","Normal",485,63,95,65,80,72,110,9
946,"Bramblin"," ","Grass","Ghost",275,40,65,30,45,35,60,9
947,"Brambleghast"," ","Grass","Ghost",480,55,115,70,80,70,90,9
948,"Toedscool"," ","Ground","Grass",335,40,40,35,50,100,70,9
949,"Toedscruel"," ","Ground","Grass",515,80,70,65,80,120,100,9
950,"Klawf"," ","Rock"," ",450,70,100,115,35,55,75,9
951,"Capsakid"," ","Grass"," ",304,50,62,40,62,40,50,9
952,"Scovillain"," ","Grass","Fire",486,65,108,65,108,65,75,9
953,"Rellor"," ","Bug"," ",270,41,50,60,31,58,30,9
954,"Rabsca"," ","Bug","Psychic",470,75,50,85,115,100,45,9
955,"Flittle"," ","Psychic"," ",255,30,35,30,55,30,75,9
956,"Espathra"," ","Psychic"," ",481,95,60,60,101,60,105,9
957,"Tinkatink"," ","Fairy","Steel",297,50,45,45,35,64,58,9
958,"Tinkatuff"," ","Fairy","Steel",380,65,55,55,45,82,78,9
959,"Tinkaton"," ","Fairy","Steel",506,85,75,77,70,105,94,9
960,"Wiglett"," ","Water"," ",245,10,55,25,35,25,95,9
961,"Wugtrio"," ","Water"," ",425,35,100,50,50,70,120,9
